Marital Status,Application Mode,Application Order,Course Name,Daytime/Evening Attendance,Previous Qualification,Nationality,Mother's Qualification,Father's Qualification,Mother's Occupation,Father's Occupation,Displaced Student,Special Educational Needs,Is Debtor,Tuition Fees Up-to-Date,"Gender (1=Male, 0=Female)",Scholarship Holder,Age at Enrollment,International Student,Credited Units (1st Sem),Enrolled Units (1st Sem),Evaluated Units (1st Sem),Approved Units (1st Sem),Average Grade (1st Sem),Not Evaluated Units (1st Sem),Credited Units (2nd Sem),Enrolled Units (2nd Sem),Evaluated Units (2nd Sem),Approved Units (2nd Sem),Average Grade (2nd Sem),Not Evaluated Units (2nd Sem),Unemployment Rate (%),Inflation Rate (%),GDP per Capita (USD),Student Status,Total_Approved_Units,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Grade_Improvement
Single,Over 23 years old,1,Nursing,Daytime,Higher education—degree,Portuguese,Higher Education Degree,Basic Edu 1st Cycle,Scientific Specialists,Armed Forces,No,No,No,Yes,Female,No,1.0247257156343352,No,0,7,9,7,17.005555555555556,0,1,8,9,8,16.582222222222224,0,1.476924272807967,2.8,-1.7896667428492534,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,-0.004400437940311317
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,Yes,No,Female,Yes,-0.6391059087721851,No,0,6,8,5,10.6,0,0,6,8,5,11.0,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.14389326665476757,0.8333333331944445,0.8333333331944445,0.2804851669301876
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Farmers/Ag Workers,No,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,5,5,5,14.0,0,0,5,6,5,13.6,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.14389326665476757,0.9999999998,0.9999999998,0.0036732431693783634
Facto Union,2nd phase—general contingent,5,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Machine Operators,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,8,8,7,12.114285714285714,0,0,8,8,7,12.114285714285714,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,1.1506151617744702,0.999999999875,0.999999999875,0.14207920504978297
Single,Transfer,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Bachelor’s Degree,Unskilled Workers,Technicians & Professionals,Yes,No,No,Yes,Female,No,-0.08449536730334498,No,4,8,8,7,13.285714285714286,0,4,8,8,7,13.285714285714286,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Care Workers,Construction Workers,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,5,9,4,11.0,0,0,5,8,3,10.666666666666666,0,0.3130637486001926,0.5,0.7877903830865802,Enrolled,-0.35946768090508374,0.79999999984,0.59999999988,0.02674090348277903
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Unskilled Workers,Service/Sales/Security,No,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,7,7,7,14.071428571428571,0,0,8,8,8,15.1625,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,0.519606181428922
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Farmers/Ag Workers,No,No,No,No,Female,No,-0.4542357282825717,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,1.476924272807967,2.8,-1.7896667428492534,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Technological specialization diploma holders,1,Animation and Multimedia Design,Daytime,Technological specialization course,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Farmers/Ag Workers,No,No,No,No,Female,No,0.6549853546551084,No,4,9,9,4,11.25,0,3,10,12,3,11.0,0,0.3130637486001926,0.5,0.7877903830865802,Dropout,-0.35946768090508374,0.4444444443950617,0.29999999997,0.05557547887453017
Single,1st phase—general contingent,3,Communication Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,6,6,6,14.0,0,0,6,8,6,13.625,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.012323615786903767
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 2nd Cycle,Administrative Staff,Unskilled Workers,Yes,No,No,Yes,Female,Yes,-0.26936554779295835,No,0,6,8,6,12.166666666666666,0,0,6,11,3,11.666666666666666,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-0.02389371586518287,0.9999999998333333,0.49999999991666666,-0.030928247300722637
Single,2nd phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,8,8,7,13.297142857142855,0,0,8,8,7,13.297142857142855,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Farmers/Ag Workers,Yes,No,No,Yes,Female,No,-0.4542357282825717,No,0,6,14,6,13.923076923076923,0,0,6,9,6,14.25,0,1.476924272807967,2.8,-1.7896667428492534,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.2551994623558827
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Service/Sales/Security,Farmers/Ag Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,7,11,7,13.37,0,0,8,13,7,12.833333333333334,0,1.476924272807967,2.8,-1.7896667428492534,Graduate,0.8150411967345693,0.9999999998571428,0.874999999890625,-0.043615460473092574
Single,2nd phase—general contingent,6,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Skilled Industry Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,5,5,5,12.4,0,0,5,8,3,11.0,0,0.4256954122332026,3.7,-0.7498720732409514,Enrolled,-0.1916806983851333,0.9999999998,0.59999999988,-0.34234166153163287
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Scientific Specialists,Scientific Specialists,Yes,No,No,Yes,Female,No,-0.4542357282825717,No,0,5,5,4,15.0,0,0,5,5,4,13.75,0,-1.4890428695279747,2.6,0.14012166938988344,Dropout,-0.1916806983851333,0.79999999984,0.79999999984,-0.2904394258264811
Single,1st phase—general contingent,1,Basic Education,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Service/Sales/Security,No,No,Yes,Yes,Female,Yes,-0.8239760892617984,No,0,6,6,6,13.333333333333334,0,0,6,7,6,12.571428571428571,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.12155119853194016
Single,1st phase—special contingent (Madeira Island),2,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,Yes,-0.4542357282825717,No,0,5,8,3,12.0,0,0,5,9,4,12.625,0,-0.2876384574425296,1.4,0.7657608350016585,Enrolled,-0.35946768090508374,0.59999999988,0.79999999984,0.358338520487915
Single,1st phase—general contingent,2,Social Service (evening attendance),Evening,Secondary education,Portuguese,General commerce course,7th Year (Old),Student,Student,Yes,No,No,Yes,Female,No,-0.08449536730334498,No,0,6,7,5,13.4,0,0,6,9,5,12.2,0,-1.4890428695279747,2.6,0.14012166938988344,Graduate,0.14389326665476757,0.8333333331944445,0.8333333331944445,-0.27313868059143087
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Administrative Staff,Service/Sales/Security,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,-1.4890428695279747,2.6,0.14012166938988344,Enrolled,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,Change in institution/course,1,Management (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Service/Sales/Security,Skilled Industry Workers,No,No,No,Yes,Female,No,-0.26936554779295835,No,1,5,9,4,11.5,0,1,5,5,5,11.4,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,-0.02389371586518287,0.79999999984,0.9999999998,0.10747771457968197
Single,3rd phase—general contingent,2,Basic Education,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Student,No,No,No,Yes,Female,No,-0.8239760892617984,No,0,7,12,6,12.0,0,0,7,11,6,12.166666666666666,0,0.8762220667652447,-0.3,0.347199421388147,Enrolled,0.4794672316946684,0.8571428570204082,0.8571428570204082,0.19974835583328465
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,No,-0.8239760892617984,No,0,8,8,7,13.485714285714284,0,0,8,8,7,13.485714285714284,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,1st phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,Other—11th Year,Basic Education 3rd Cycle,Administrative Staff,Service/Sales/Security,No,Yes,No,Yes,Female,Yes,-0.8239760892617984,No,0,6,6,6,12.0,0,0,6,8,6,11.285714285714286,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.10507429830808192
Single,2nd phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Legislative/Executive Officers,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1.476924272807967,2.8,-1.7896667428492534,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,2nd phase—general contingent,3,Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Technicians & Professionals,Service/Sales/Security,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,5,7,3,10.333333333333334,0,0,5,11,3,14.428571428571429,0,-0.2876384574425296,1.4,0.7657608350016585,Enrolled,-0.5272546634250341,0.59999999988,0.59999999988,1.559092624301543
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Unskilled Workers,Administrative Staff,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,7,10,5,12.94,0,0,7,7,5,13.76,0,1.7397314879516577,0.3,-0.40621112311617363,Enrolled,0.14389326665476757,0.7142857141836735,0.7142857141836735,0.42581142690461227
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,8,11,7,13.258571428571427,0,0,8,11,7,13.258571428571427,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Secondary Education,Bachelor’s Degree,Armed Forces,Armed Forces,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,5,9,4,12.25,0,0,5,10,4,12.0,0,-1.0009723271182625,1.4,1.545606837207885,Enrolled,-0.1916806983851333,0.79999999984,0.79999999984,0.05557547887453017
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,No,Female,No,-0.6391059087721851,No,0,6,9,3,11.666666666666666,0,0,6,15,1,10.0,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-0.862828628464935,0.49999999991666666,0.16666666663888888,-0.43461230278523555
Single,1st phase—special contingent (Madeira Island),4,Tourism,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.26936554779295835,No,0,6,7,6,13.571428571428571,0,0,6,6,6,12.5,0,-1.0009723271182625,1.4,1.545606837207885,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.2286510499870147
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Brazilian,Secondary Education,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,No,No,No,Yes,Female,Yes,-0.4542357282825717,Yes,0,6,9,5,11.8,0,0,6,9,5,11.833333333333334,0,1.476924272807967,2.8,-1.7896667428492534,Graduate,0.14389326665476757,0.8333333331944445,0.8333333331944445,0.1536130352064833
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Technicians & Professionals,Unskilled Workers,Yes,No,No,Yes,Female,Yes,-0.4542357282825717,No,0,5,7,5,14.2,0,0,5,7,5,13.285714285714286,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,0.14389326665476757,0.9999999998,0.9999999998,-0.17427727924828393
Single,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,2.1339467985720155,No,0,5,8,5,11.0,0,0,5,6,5,11.8,1,-1.4890428695279747,2.6,0.14012166938988344,Graduate,0.14389326665476757,0.9999999998,0.9999999998,0.4188911288105922
Divorced,Holders of other higher courses,1,Nursing,Daytime,Higher education—degree (1st cycle),Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Technicians & Professionals,Technicians & Professionals,Yes,No,No,Yes,Female,No,1.7642064375927886,No,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,0.3130637486001926,0.5,0.7877903830865802,Enrolled,0.311680249174718,0.5714285713469388,0.9999999998571428,-0.19961051334246585
Single,2nd phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,Accounting & Admin course,Secondary Education,Unskilled Workers,Service/Sales/Security,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,8,8,7,14.652857142857142,0,0,8,8,7,14.652857142857142,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Divorced,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Technicians & Professionals,Administrative Staff,No,No,No,Yes,Female,Yes,2.1339467985720155,No,0,6,9,6,11.333333333333334,0,0,6,6,6,11.333333333333334,0,1.476924272807967,2.8,-1.7896667428492534,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.14207920504978297
Single,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,Yes,No,Female,No,1.7642064375927886,No,0,7,12,4,13.7,0,0,7,7,0,0.0,0,1.7397314879516577,0.3,-0.40621112311617363,Dropout,-0.862828628464935,0.5714285713469388,0.0,-4.5983249893540705
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Higher education—degree (1st cycle),Portuguese,General commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Unskilled Workers,No,No,No,Yes,Female,No,2.1339467985720155,No,7,11,11,11,13.727272727272728,0,4,8,8,8,14.75,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,1.6539761093343215,0.9999999999090909,0.999999999875,0.495958084857635
Married,Over 23 years old,2,Management,Daytime,Higher education—degree,Portuguese,Higher Education Degree,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,1.394466076613562,No,4,7,9,7,11.75,0,3,8,12,7,11.142857142857142,0,0.4256954122332026,3.7,-0.7498720732409514,Dropout,0.8150411967345693,0.9999999998571428,0.874999999890625,-0.06800127280440259
Single,Change in course,2,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Student,Student,No,No,No,Yes,Male,No,0.10037481318626838,No,0,6,9,6,12.333333333333334,0,0,6,11,5,13.0,0,-1.4890428695279747,2.6,0.14012166938988344,Graduate,0.311680249174718,0.9999999998333333,0.8333333331944445,0.3727558081837903
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,Higher Education Degree,Secondary Education,Scientific Specialists,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.4542357282825717,No,0,6,6,6,14.0,0,0,6,7,6,13.857142857142858,0,1.476924272807967,2.8,-1.7896667428492534,Dropout,0.4794672316946684,0.9999999998333333,0.9999999998333333,0.09264850437821012
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Skilled Industry Workers,No,No,No,Yes,Male,No,-0.26936554779295835,No,0,5,7,4,11.5,0,0,5,6,4,11.75,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,-0.1916806983851333,0.79999999984,0.79999999984,0.22858293122503578
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Education 3rd Cycle,Service/Sales/Security,Skilled Industry Workers,No,No,No,Yes,Male,No,-0.6391059087721851,No,0,5,6,5,11.2,0,0,5,5,5,13.2,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.14389326665476757,0.9999999998,0.9999999998,0.8341090144518054
Single,2nd phase—general contingent,4,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Technicians & Professionals,Yes,No,No,Yes,Male,Yes,-0.8239760892617984,No,0,8,8,7,15.07,0,0,8,8,7,15.07,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,Transfer,1,Informatics Engineering,Daytime,Secondary education,Portuguese,2nd cycle general high school,Unknown,Student,Student,No,No,No,Yes,Male,No,-0.8239760892617984,No,0,5,6,1,10.0,0,0,5,7,1,12.0,0,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-1.198402593504836,0.19999999996,0.19999999996,0.8341090144518054
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Armed Forces,No,No,No,Yes,Male,No,0.28524499367588174,No,0,5,5,4,12.0,0,0,5,6,5,12.666666666666666,0,0.3130637486001926,0.5,0.7877903830865802,Enrolled,-0.02389371586518287,0.79999999984,0.9999999998,0.3727558081837903
Single,3rd phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Male,No,-0.08449536730334498,No,0,6,11,4,13.0,0,0,6,11,4,12.6,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,-0.1916806983851333,0.6666666665555555,0.6666666665555555,0.0036732431693783634
Single,2nd phase—general contingent,4,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Male,No,-0.8239760892617984,No,0,6,7,4,11.0,0,0,6,7,3,11.25,0,1.7397314879516577,0.3,-0.40621112311617363,Dropout,-0.35946768090508374,0.6666666665555555,0.49999999991666666,0.22858293122503578
Single,1st phase—special contingent (Madeira Island),2,Social Service,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Service/Sales/Security,Farmers/Ag Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,6,8,6,13.571428571428571,0,0,6,11,5,12.166666666666666,0,-0.8132528877299118,-0.8,-1.3755112388527264,Graduate,0.311680249174718,0.9999999998333333,0.8333333331944445,-0.3439893515540186
Single,1st phase—general contingent,2,Communication Design,Daytime,Secondary education,Mexican,Bachelor’s Degree,Secondary Education,Unskilled Workers,Legislative/Executive Officers,Yes,No,No,Yes,Male,No,-0.26936554779295835,Yes,0,6,7,5,14.6,0,0,6,6,5,14.2,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.14389326665476757,0.8333333331944445,0.8333333331944445,0.0036732431693783634
Divorced,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,Yes,Yes,Female,No,2.1339467985720155,No,0,7,13,3,11.833333333333334,0,0,7,14,2,10.0,0,1.7397314879516577,0.3,-0.40621112311617363,Dropout,-0.6950416459449846,0.4285714285102041,0.2857142856734694,-0.4922814535687378
Single,3rd phase—general contingent,1,Oral Hygiene,Daytime,Secondary education,Portuguese,Accounting & Admin course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,-0.6391059087721851,No,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,0.9828281792545197,0.9999999998571428,0.999999999875,0.10315252827091898
Legally Separated,Over 23 years old,1,Nursing,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,No,2.1339467985720155,No,0,7,12,4,11.5,0,0,7,14,3,12.333333333333334,0,1.7397314879516577,0.3,-0.40621112311617363,Dropout,-0.35946768090508374,0.5714285713469388,0.4285714285102041,0.43042495896729255
Single,1st phase—special contingent (Madeira Island),1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,Yes,No,No,Yes,Female,No,-0.8239760892617984,No,0,5,8,4,13.25,1,0,5,10,4,10.5,0,0.4256954122332026,3.7,-0.7498720732409514,Graduate,-0.1916806983851333,0.79999999984,0.79999999984,-0.8094617828779979
Single,1st phase—general contingent,3,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Service/Sales/Security,Service/Sales/Security,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,0.3130637486001926,0.5,0.7877903830865802,Graduate,0.6472542142146189,0.9999999998571428,0.74999999990625,-0.10229382139530584
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,Portuguese,General commerce course,Basic Edu 2nd Cycle,Unskilled Workers,Unskilled Workers,No,No,Yes,No,Female,No,-0.26936554779295835,No,7,10,15,8,13.75,0,4,9,17,5,13.2,0,-1.0009723271182625,1.4,1.545606837207885,Dropout,0.6472542142146189,0.79999999992,0.5555555554938272,-0.048228992535773445
Single,1st phase—general contingent,2,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Edu 2nd Cycle,Personal Service Workers,Unskilled Ag Workers,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,7,10,6,13.598333333333334,0,0,8,11,6,11.933333333333332,0,-0.17500679380951956,0.6,0.8891263042772198,Enrolled,0.4794672316946684,0.8571428570204082,0.74999999990625,-0.43403561127740165
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Unskilled Workers,Unskilled Workers,No,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,6,11,5,11.142857142857142,0,0,6,8,6,12.285714285714286,0,1.7397314879516577,0.3,-0.40621112311617363,Graduate,0.311680249174718,0.8333333331944445,0.9999999998333333,0.5375248104223677
Married,Holders of other higher courses,1,Nursing,Daytime,Higher education—degree,Portuguese,Administration & Commerce course,Basic Education 3rd Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,No,2.1339467985720155,No,7,11,11,11,12.7,0,6,10,12,10,12.96818181818182,0,0.8762220667652447,-0.3,0.347199421388147,Enrolled,1.9895500743742225,0.9999999999090909,0.9999999999,0.23487411131050975
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Administration & Commerce course,Basic Edu 1st Cycle,Unskilled Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,No,-0.4542357282825717,No,0,5,9,1,10.0,0,0,5,10,1,11.0,0,-1.4890428695279747,2.6,0.14012166938988344,Dropout,-1.198402593504836,0.19999999996,0.19999999996,0.4880941097507942
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education,Service/Sales/Security,Skilled Industry Workers,Yes,No,Yes,Yes,Female,No,-0.8239760892617984,No,0,6,8,6,11.666666666666666,0,0,6,10,4,11.5,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,0.14389326665476757,0.9999999998333333,0.6666666665555555,0.08441005426628131
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education,Basic Education 3rd Cycle,Administrative Staff,Administrative Staff,No,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,6,8,6,14.0,0,0,6,7,6,13.142857142857142,0,-0.17500679380951956,0.6,0.8891263042772198,Graduate,0.4794672316946684,0.9999999998333333,0.9999999998333333,-0.1545049989796554
Single,Holders of other higher courses,2,Equiniculture,Daytime,Higher education—degree,Portuguese,2nd cycle general high school,Unknown,Student,Student,No,No,No,Yes,Female,No,0.4701151741654951,No,0,5,9,0,0.0,4,0,5,9,0,0.0,3,-0.2876384574425296,1.4,0.7657608350016585,Dropout,-1.533976558544737,0.0,0.0,0.14207920504978297
Single,1st phase—general contingent,6,Nursing,Daytime,Secondary education,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,Yes,No,No,Yes,Female,No,-0.6391059087721851,No,0,8,9,7,12.04142857142857,0,0,8,9,7,12.04142857142857,0,-0.2876384574425296,1.4,0.7657608350016585,Graduate,0.8150411967345693,0.874999999890625,0.874999999890625,0.14207920504978297
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle,Skilled Industry Workers,Skilled Industry Workers,Yes,No,No,Yes,Female,Yes,-0.8239760892617984,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.8762220667652447,-0.3,0.347199421388147,Graduate,-1.533976558544737,0.0,0.0,0.14207920504978297
